1679057810.134678, 56.00
1679057811.139141, 54.00
1679057812.136692, 55.00
1679057813.138324, 54.00
1679057814.127573, 54.00
1679057815.130130, 56.00
1679057816.142523, 54.00
1679057817.135115, 55.00
1679057818.140120, 54.00
1679057819.129419, 54.00
1679057820.129939, 54.00
1679057821.134342, 54.00
1679057822.139243, 54.00
1679057823.128055, 56.00
1679057824.133042, 55.00
1679057825.138077, 54.00
1679057826.140841, 54.00
1679057827.130864, 54.00
1679057828.134761, 54.00
1679057829.141342, 55.00
1679057830.138866, 54.00
1679057831.141004, 55.00
1679057832.138298, 54.00
1679057833.127612, 54.00
1679057834.142414, 54.00
1679057835.134021, 54.00
1679057836.142377, 54.00
1679057837.142370, 54.00
1679057838.142785, 54.00
1679057839.142700, 54.00
1679057840.142413, 55.00
1679057841.142929, 54.00
1679057842.142058, 55.00
1679057843.143050, 54.00
1679057844.142537, 55.00
1679057845.142699, 54.00
1679057846.142382, 54.00
1679057847.142305, 55.00
1679057848.142807, 55.00
1679057849.142982, 54.00
1679057850.140411, 54.00
1679057851.142577, 55.00
1679057852.143014, 54.00
1679057853.142526, 54.00
1679057854.143191, 54.00
1679057855.130938, 55.00
1679057856.143129, 54.00
1679057857.142288, 55.00
1679057858.143149, 55.00
1679057859.142726, 54.00
1679057860.132264, 55.00
1679057861.135547, 56.00
1679057862.142488, 54.00
1679057863.139157, 55.00
1679057864.139178, 54.00
1679057865.137214, 55.00
1679057866.138922, 55.00
1679057867.139415, 54.00
1679057868.142575, 54.00
1679057869.142750, 54.00
1679057870.142831, 54.00
1679057871.143006, 55.00
1679057872.142926, 55.00
1679057873.142581, 54.00
1679057874.143342, 55.00
1679057875.143010, 54.00
1679057876.142720, 55.00
1679057877.142801, 55.00
1679057878.142946, 54.00
1679057879.142806, 54.00
1679057880.142917, 55.00
1679057881.143081, 54.00
1679057882.142582, 55.00
1679057883.142858, 53.00
1679057884.143440, 55.00
1679057885.143281, 55.00
1679057886.142367, 54.00
1679057887.142811, 55.00
1679057888.142464, 54.00
1679057889.131294, 54.00
1679057890.142901, 55.00
1679057891.143242, 54.00
1679057892.142546, 54.00
1679057893.142600, 54.00
1679057894.137451, 54.00
1679057895.139891, 53.00
1679057896.142456, 53.00
1679057897.131772, 54.00
1679057898.137891, 55.00
1679057899.142731, 55.00
1679057900.143199, 54.00
1679057901.132437, 54.00
1679057902.136428, 54.00
1679057903.132188, 55.00
1679057904.129358, 54.00
1679057905.133471, 55.00
1679057906.143080, 54.00
1679057907.134372, 54.00
1679057908.138930, 54.00
1679057909.128093, 54.00
1679057910.131939, 54.00
1679057911.135822, 54.00
1679057912.140141, 54.00
1679057913.143020, 53.00
1679057914.134151, 54.00
1679057915.138823, 55.00
1679057916.128099, 54.00
1679057917.132286, 53.00
1679057918.136977, 53.00
1679057919.141405, 54.00
1679057920.135977, 54.00
1679057921.135793, 54.00
1679057922.130554, 53.00
1679057923.135160, 54.00
1679057924.143622, 53.00
1679057925.137754, 54.00
1679057926.140322, 54.00
1679057927.128378, 53.00
1679057928.132367, 54.00
1679057929.133645, 54.00
1679057930.137419, 54.00
1679057931.142384, 53.00
1679057932.131013, 55.00
1679057933.135900, 54.00
1679057934.140845, 53.00
1679057935.129622, 53.00
1679057936.134259, 54.00
1679057937.138077, 53.00
1679057938.142357, 54.00
1679057939.134509, 53.00
1679057940.134908, 54.00
1679057941.137146, 54.00
1679057942.139796, 55.00
1679057943.141960, 54.00
1679057944.143593, 53.00
1679057945.135128, 53.00
1679057946.138549, 53.00
1679057947.143220, 54.00
1679057948.132644, 54.00
1679057949.137365, 52.00
1679057950.142176, 54.00
1679057951.131521, 53.00
1679057952.135988, 53.00
1679057953.140280, 54.00
1679057954.129070, 54.00
1679057955.133736, 54.00
1679057956.132979, 54.00
1679057957.133690, 54.00
1679057958.137921, 53.00
1679057959.142142, 54.00
1679057960.131455, 54.00
1679057961.136449, 53.00
1679057962.141391, 53.00
1679057963.130663, 54.00
1679057964.134331, 54.00
1679057965.138632, 54.00
1679057966.143513, 52.00
1679057967.132076, 53.00
1679057968.136846, 53.00
1679057969.135195, 53.00
1679057970.143381, 53.00
1679057971.138424, 53.00
1679057972.130759, 54.00
1679057973.140757, 53.00
1679057974.130223, 54.00
1679057975.134132, 53.00
